Currency,Date,Rate
PLN,2021-04-20,0.2650118
RUB,2021-04-20,0.0131523
RWF,2021-04-20,0.00099791
SAR,2021-04-20,0.266667
SEK,2021-04-20,0.11934901
SGD,2021-04-20,0.7537166999999999
sll,2021-04-20,9.7816e-05
THB,2021-04-20,0.03201268
TZS,2021-04-20,0.000431314
UGX,2021-04-20,0.000276185
USD,2021-04-20,1.0
XAF,2021-04-20,0.00183963
XOF,2021-04-20,0.00183963
ZAR,2021-04-20,0.0700542
ZMK,2021-04-20,0.0450427
ZMW,2021-04-20,0.0450427
AED,2021-04-21,0.272294
ARS,2021-04-21,0.010754399999999999
AUD,2021-04-21,0.7718149999999999
BRL,2021-04-21,0.1795595
CAD,2021-04-21,0.7945448
CHF,2021-04-21,1.089329
CZK,2021-04-21,0.0463796
DKK,2021-04-21,0.1614904
ETB,2021-04-21,0.024178799999999997
EUR,2021-04-21,1.2011
GBP,2021-04-21,1.3933
GHS,2021-04-21,0.1733578
ILS,2021-04-21,0.306829
INR,2021-04-21,0.013256100000000002
JPY,2021-04-21,0.00923814
KES,2021-04-21,0.009240100000000001
MAD,2021-04-21,0.1119212
MUR,2021-04-21,0.02459362
MWK,2021-04-21,0.00127051
MXN,2021-04-21,0.0501925
MYR,2021-04-21,0.2428788
NGN,2021-04-21,0.002631578947
NOK,2021-04-21,0.11975919999999995
NZD,2021-04-21,0.7184624
PEN,2021-04-21,0.27082090000000003
PLN,2021-04-21,0.263836
RUB,2021-04-21,0.013004399999999998
RWF,2021-04-21,0.00101824
SAR,2021-04-21,0.266667
SEK,2021-04-21,0.11827080000000001
SGD,2021-04-21,0.752242
sll,2021-04-21,9.802e-05
THB,2021-04-21,0.031935200000000004
TZS,2021-04-21,0.000431259
UGX,2021-04-21,0.00027626
USD,2021-04-21,1.0
XAF,2021-04-21,0.00183162
XOF,2021-04-21,0.00183162
ZAR,2021-04-21,0.06992330000000001
ZMK,2021-04-21,0.0450556
ZMW,2021-04-21,0.0450556
AED,2021-04-22,0.272294
ARS,2021-04-22,0.01075805
AUD,2021-04-22,0.7750005
BRL,2021-04-22,0.1795289
CAD,2021-04-22,0.800058
CHF,2021-04-22,1.092698
CZK,2021-04-22,0.0465589
DKK,2021-04-22,0.161897
ETB,2021-04-22,0.0241766
EUR,2021-04-22,1.2046
GBP,2021-04-22,1.3931
GHS,2021-04-22,0.1731842
ILS,2021-04-22,0.306345
INR,2021-04-22,0.013338
JPY,2021-04-22,0.00926152
KES,2021-04-22,0.0092207
MAD,2021-04-22,0.11210910000000003
MUR,2021-04-22,0.0247238
MWK,2021-04-22,0.0012676999999999999
MXN,2021-04-22,0.0012676999999999999
MYR,2021-04-22,0.243294
NGN,2021-04-22,0.002631578947
NOK,2021-04-22,0.120119
NZD,2021-04-22,0.718577
PEN,2021-04-22,0.2694616
PLN,2021-04-22,0.264377
RUB,2021-04-22,0.013078799999999998
RWF,2021-04-22,0.00101747
SAR,2021-04-22,0.266667
SEK,2021-04-22,0.11891099999999999
SGD,2021-04-22,0.753137
sll,2021-04-22,9.7872e-05
THB,2021-04-22,0.0319184
TZS,2021-04-22,0.00043121
UGX,2021-04-22,0.00027721
USD,2021-04-22,1.0
XAF,2021-04-22,0.0018352999999999998
XOF,2021-04-22,0.0018352999999999998
ZAR,2021-04-22,0.0700857
ZMK,2021-04-22,0.0449639
ZMW,2021-04-22,0.0449639
AED,2021-04-23,0.272294
ARS,2021-04-23,0.0107442
AUD,2021-04-23,0.773425
BRL,2021-04-23,0.1836629
CAD,2021-04-23,0.8011685000000001
CHF,2021-04-23,1.0910090000000001
CZK,2021-04-23,0.0466409
DKK,2021-04-23,0.16209300000000001
ETB,2021-04-23,0.023981099999999998
EUR,2021-04-23,1.2054
GBP,2021-04-23,1.3885
GHS,2021-04-23,0.1731007
ILS,2021-04-23,0.307317
INR,2021-04-23,0.0133381
JPY,2021-04-23,0.00926589
KES,2021-04-23,0.00920676
MAD,2021-04-23,0.11219100000000001
MUR,2021-04-23,0.024569499999999998
MWK,2021-04-23,0.0012664999999999998
MXN,2021-04-23,0.050273000000000005
MYR,2021-04-23,0.2434037000000001
NGN,2021-04-23,0.002631578947
NOK,2021-04-23,0.12007670000000001
NZD,2021-04-23,0.7183606
PEN,2021-04-23,0.26616290000000004
PLN,2021-04-23,0.2642122
RUB,2021-04-23,0.0133125
RWF,2021-04-23,0.00101432
SAR,2021-04-23,0.266667
SEK,2021-04-23,0.1190772
SGD,2021-04-23,0.753165
sll,2021-04-23,9.784110000000001e-05
THB,2021-04-23,0.031824200000000004
TZS,2021-04-23,0.00043117599999999997
UGX,2021-04-23,0.00043117599999999997
USD,2021-04-23,1.0
XAF,2021-04-23,0.00183838
XOF,2021-04-23,0.00183838
ZAR,2021-04-23,0.06994199999999999
ZMK,2021-04-23,0.0449518
ZMW,2021-04-23,0.0449518
AED,2021-04-24,0.272294
ARS,2021-04-24,0.0107442
AUD,2021-04-24,0.773425
BRL,2021-04-24,0.1836629
CAD,2021-04-24,0.8011685000000001
CHF,2021-04-24,1.0910090000000001
CZK,2021-04-24,0.0466409
DKK,2021-04-24,0.16209300000000001
ETB,2021-04-24,0.023981099999999998
EUR,2021-04-24,1.2054
GBP,2021-04-24,1.3885
GHS,2021-04-24,0.1731007
ILS,2021-04-24,0.307317
INR,2021-04-24,0.0133381
JPY,2021-04-24,0.00926589
KES,2021-04-24,0.00920676
MAD,2021-04-24,0.11219100000000001
MUR,2021-04-24,0.024569499999999998
MWK,2021-04-24,0.0012664999999999998
MXN,2021-04-24,0.050273000000000005
MYR,2021-04-24,0.2434037000000001
NGN,2021-04-24,0.002631578947
NOK,2021-04-24,0.12007670000000001
NZD,2021-04-24,0.7183606
PEN,2021-04-24,0.26616290000000004
PLN,2021-04-24,0.2642122
RUB,2021-04-24,0.0133125
RWF,2021-04-24,0.00101432
SAR,2021-04-24,0.266667
SEK,2021-04-24,0.1190772
SGD,2021-04-24,0.753165
sll,2021-04-24,9.784110000000001e-05
THB,2021-04-24,0.031824200000000004
TZS,2021-04-24,0.00043117599999999997
UGX,2021-04-24,0.00043117599999999997
USD,2021-04-24,1.0
XAF,2021-04-24,0.00183838
XOF,2021-04-24,0.00183838
ZAR,2021-04-24,0.06994199999999999
ZMK,2021-04-24,0.0449518
ZMW,2021-04-24,0.0449518
AED,2021-04-25,0.272294
ARS,2021-04-25,0.0107442
AUD,2021-04-25,0.773425
BRL,2021-04-25,0.1836629
CAD,2021-04-25,0.8011685000000001
CHF,2021-04-25,1.0910090000000001
CZK,2021-04-25,0.0466409
DKK,2021-04-25,0.16209300000000001
ETB,2021-04-25,0.023981099999999998
EUR,2021-04-25,1.2054
GBP,2021-04-25,1.3885
GHS,2021-04-25,0.1731007
ILS,2021-04-25,0.307317
INR,2021-04-25,0.0133381
JPY,2021-04-25,0.00926589
KES,2021-04-25,0.00920676
MAD,2021-04-25,0.11219100000000001
MUR,2021-04-25,0.024569499999999998
MWK,2021-04-25,0.0012664999999999998
MXN,2021-04-25,0.050273000000000005
MYR,2021-04-25,0.2434037000000001
NGN,2021-04-25,0.002631578947
NOK,2021-04-25,0.12007670000000001
NZD,2021-04-25,0.7183606
PEN,2021-04-25,0.26616290000000004
PLN,2021-04-25,0.2642122
RUB,2021-04-25,0.0133125
RWF,2021-04-25,0.00101432
SAR,2021-04-25,0.266667
SEK,2021-04-25,0.1190772
SGD,2021-04-25,0.753165
sll,2021-04-25,9.784110000000001e-05
THB,2021-04-25,0.031824200000000004
TZS,2021-04-25,0.00043117599999999997
UGX,2021-04-25,0.00043117599999999997
USD,2021-04-25,1.0
XAF,2021-04-25,0.00183838
XOF,2021-04-25,0.00183838
ZAR,2021-04-25,0.06994199999999999
ZMK,2021-04-25,0.0449518
ZMW,2021-04-25,0.0449518
AED,2021-04-26,0.272294
ARS,2021-04-26,0.0107389
AUD,2021-04-26,0.7781675
BRL,2021-04-26,0.1826632
CAD,2021-04-26,0.8024775
CHF,2021-04-26,1.0940614
CZK,2021-04-26,0.0468475
DKK,2021-04-26,0.16270420000000002
ETB,2021-04-26,0.02386715
EUR,2021-04-26,1.2096
GBP,2021-04-26,1.39202
GHS,2021-04-26,0.1733616
ILS,2021-04-26,0.3081842
INR,2021-04-26,0.0133851
JPY,2021-04-26,0.0092846
KES,2021-04-26,0.0092374
MAD,2021-04-26,0.11260239999999999
MUR,2021-04-26,0.024778799999999997
MWK,2021-04-26,0.00126599
MXN,2021-04-26,0.0504499
MYR,2021-04-26,0.24372600000000005
NGN,2021-04-26,0.002631578947
NOK,2021-04-26,0.12064849999999999
NZD,2021-04-26,0.7216600999999999
PEN,2021-04-26,0.2639551
PLN,2021-04-26,0.2656044
RUB,2021-04-26,0.01337008
RWF,2021-04-26,0.00101446
SAR,2021-04-26,0.266667
SEK,2021-04-26,0.1195226
SGD,2021-04-26,0.754682
sll,2021-04-26,9.800700000000001e-05
THB,2021-04-26,0.0318087
TZS,2021-04-26,0.00043123900000000004
UGX,2021-04-26,0.00027749999999999997
USD,2021-04-26,1.0
XAF,2021-04-26,0.00184398
XOF,2021-04-26,0.00184398
ZAR,2021-04-26,0.0702146
ZMK,2021-04-26,0.0450409
ZMW,2021-04-26,0.0450409
AED,2021-04-27,0.272294
ARS,2021-04-27,0.0107195
AUD,2021-04-27,0.7775810999999999
BRL,2021-04-27,0.18391649999999998
CAD,2021-04-27,0.8056736
CHF,2021-04-27,1.0906001
CZK,2021-04-27,0.04662619999999999
DKK,2021-04-27,0.162215
ETB,2021-04-27,0.023752099999999998
EUR,2021-04-27,1.2071
GBP,2021-04-27,1.3888
GHS,2021-04-27,0.1730342
ILS,2021-04-27,0.30836240000000004
INR,2021-04-27,0.01339052
JPY,2021-04-27,0.0092293
KES,2021-04-27,0.00928331
MAD,2021-04-27,0.1122277
MUR,2021-04-27,0.0247303
MWK,2021-04-27,0.00126451
MXN,2021-04-27,0.0502409
MYR,2021-04-27,0.2440548
NGN,2021-04-27,0.002631578947
NOK,2021-04-27,0.12046789999999999
NZD,2021-04-27,0.720816
PEN,2021-04-27,0.2604719
PLN,2021-04-27,0.264818
RUB,2021-04-27,0.0133477
RWF,2021-04-27,0.00101703
SAR,2021-04-27,0.266667
SEK,2021-04-27,0.1190001
SGD,2021-04-27,0.7539224
sll,2021-04-27,9.7778e-05
THB,2021-04-27,0.0318498
TZS,2021-04-27,0.000431305
UGX,2021-04-27,0.000277242
USD,2021-04-27,1.0
XAF,2021-04-27,0.0018393
XOF,2021-04-27,0.0018393
ZAR,2021-04-27,0.0698096
ZMK,2021-04-27,0.0448695
ZMW,2021-04-27,0.0448695
AED,2021-04-28,0.272294
ARS,2021-04-28,0.01071451
AUD,2021-04-28,0.774237
BRL,2021-04-28,0.1833852
CAD,2021-04-28,0.805768
CHF,2021-04-28,1.0919584
CZK,2021-04-28,0.046486900000000005
DKK,2021-04-28,0.1624318
ETB,2021-04-28,0.0237596
EUR,2021-04-28,1.2075
GBP,2021-04-28,1.3876
GHS,2021-04-28,0.173218
ILS,2021-04-28,0.3073616
INR,2021-04-28,0.0134328
JPY,2021-04-28,0.009176308000000001
KES,2021-04-28,0.00927066
MAD,2021-04-28,0.11233130000000001
MUR,2021-04-28,0.024746900000000002
MWK,2021-04-28,0.0012634
MXN,2021-04-28,0.049841
MYR,2021-04-28,0.243773
NGN,2021-04-28,0.002631578947
NOK,2021-04-28,0.12081099999999999
NZD,2021-04-28,0.7201506
PEN,2021-04-28,0.260446
PLN,2021-04-28,0.263581
RUB,2021-04-28,0.0133442
RWF,2021-04-28,0.00101683
SAR,2021-04-28,0.266667
SEK,2021-04-28,0.11930650000000001
SGD,2021-04-28,0.7537073000000001
sll,2021-04-28,9.7786e-05
THB,2021-04-28,0.0318618
TZS,2021-04-28,0.000431196
UGX,2021-04-28,0.00027756
USD,2021-04-28,1.0
XAF,2021-04-28,0.00184042
XOF,2021-04-28,0.00184042
ZAR,2021-04-28,0.06934760000000001
ZMK,2021-04-28,0.044887
ZMW,2021-04-28,0.044887
AED,2021-04-29,0.272294
ARS,2021-04-29,0.0107027
AUD,2021-04-29,0.778921
BRL,2021-04-29,0.1871816
CAD,2021-04-29,0.8128340000000001
CHF,2021-04-29,1.09818
CZK,2021-04-29,0.0468414
DKK,2021-04-29,0.16295720000000002
ETB,2021-04-29,0.0240037
EUR,2021-04-29,1.2115
GBP,2021-04-29,1.3964
GHS,2021-04-29,0.1734268
ILS,2021-04-29,0.308086
INR,2021-04-29,0.013516
JPY,2021-04-29,0.00918119
KES,2021-04-29,0.0092891
MAD,2021-04-29,0.1124989
MUR,2021-04-29,0.024827000000000002
MWK,2021-04-29,0.00126244
MXN,2021-04-29,0.0502728
MYR,2021-04-29,0.2437653
NGN,2021-04-29,0.002631578947
NOK,2021-04-29,0.12191010000000001
NZD,2021-04-29,0.7253642
PEN,2021-04-29,0.2652093
PLN,2021-04-29,0.2645
RUB,2021-04-29,0.013470600000000001
RWF,2021-04-29,0.0010169
SAR,2021-04-29,0.266667
SEK,2021-04-29,0.1197683
SGD,2021-04-29,0.7545988
sll,2021-04-29,9.775e-05
THB,2021-04-29,0.032044
TZS,2021-04-29,0.00043123
UGX,2021-04-29,0.00027831599999999997
USD,2021-04-29,1.0
XAF,2021-04-29,0.0018475000000000002
XOF,2021-04-29,0.0018475000000000002
ZAR,2021-04-29,0.0704628
ZMK,2021-04-29,0.0450691
ZMW,2021-04-29,0.0450691
AED,2021-04-30,0.272294
ARS,2021-04-30,0.0106956
AUD,2021-04-30,0.7764564
BRL,2021-04-30,0.1873207
CAD,2021-04-30,0.8141338
CHF,2021-04-30,1.100018
CZK,2021-04-30,0.0468009
DKK,2021-04-30,0.1627371
ETB,2021-04-30,0.023752099999999998
EUR,2021-04-30,1.2115
GBP,2021-04-30,1.3964
GHS,2021-04-30,0.17324270000000005
ILS,2021-04-30,0.307952
INR,2021-04-30,0.0135013
JPY,2021-04-30,0.00918519
KES,2021-04-30,0.0092719
MAD,2021-04-30,0.1121748
MUR,2021-04-30,0.0248081
MWK,2021-04-30,0.00126258
MXN,2021-04-30,0.0497861
MYR,2021-04-30,0.24357240000000002
NGN,2021-04-30,0.002631578947
NOK,2021-04-30,0.12174829999999999
NZD,2021-04-30,0.723585
PEN,2021-04-30,0.2641104
PLN,2021-04-30,0.265069
RUB,2021-04-30,0.0133305
RWF,2021-04-30,0.0010175000000000002
SAR,2021-04-30,0.266667
SEK,2021-04-30,0.1191509
SGD,2021-04-30,0.753004
sll,2021-04-30,9.7712e-05
THB,2021-04-30,0.0320658
TZS,2021-04-30,0.00043121
UGX,2021-04-30,0.00027953
USD,2021-04-30,1.0
XAF,2021-04-30,0.00184516
XOF,2021-04-30,0.00184516
ZAR,2021-04-30,0.06951009
ZMK,2021-04-30,0.0448476
ZMW,2021-04-30,0.0448476
AED,2021-05-01,0.272294
ARS,2021-05-01,0.0106849
AUD,2021-05-01,0.7724300000000001
BRL,2021-05-01,0.183925
CAD,2021-05-01,0.8129649999999999
CHF,2021-05-01,1.09546
CZK,2021-05-01,0.046616000000000005
DKK,2021-05-01,0.161901
ETB,2021-05-01,0.0237524
EUR,2021-05-01,1.2039
GBP,2021-05-01,1.3842
GHS,2021-05-01,0.172654
ILS,2021-05-01,0.30785300000000004
INR,2021-05-01,0.013491
JPY,2021-05-01,0.00911889
KES,2021-05-01,0.00927678
MAD,2021-05-01,0.111654
MUR,2021-05-01,0.0247791
MWK,2021-05-01,0.00126097
MXN,2021-05-01,0.04923525
MYR,2021-05-01,0.243685
NGN,2021-05-01,0.002631578947
NOK,2021-05-01,0.120314
NZD,2021-05-01,0.716827
PEN,2021-05-01,0.26413400000000004
PLN,2021-05-01,0.264406
RUB,2021-05-01,0.0132413
RWF,2021-05-01,0.000995451
SAR,2021-05-01,0.266667
SEK,2021-05-01,0.118373
SGD,2021-05-01,0.7505109999999999
sll,2021-05-01,9.76837e-05
THB,2021-05-01,0.0320638
TZS,2021-05-01,0.0004311780000000001
UGX,2021-05-01,0.00028031
USD,2021-05-01,1.0
XAF,2021-05-01,0.00183535
XOF,2021-05-01,0.00183535
ZAR,2021-05-01,0.0691744
ZMK,2021-05-01,0.0445906
ZMW,2021-05-01,0.0445906
AED,2021-05-02,0.272294
ARS,2021-05-02,0.0106849
AUD,2021-05-02,0.7724300000000001
BRL,2021-05-02,0.183925
CAD,2021-05-02,0.8129649999999999
CHF,2021-05-02,1.09546
CZK,2021-05-02,0.046616000000000005
DKK,2021-05-02,0.161901
ETB,2021-05-02,0.0237524
EUR,2021-05-02,1.2039
GBP,2021-05-02,1.3842
GHS,2021-05-02,0.172654
ILS,2021-05-02,0.30785300000000004
INR,2021-05-02,0.013491
JPY,2021-05-02,0.00911889
KES,2021-05-02,0.00927678
MAD,2021-05-02,0.111654
MUR,2021-05-02,0.0247791
MWK,2021-05-02,0.00126097
MXN,2021-05-02,0.04923525
MYR,2021-05-02,0.243685
NGN,2021-05-02,0.002631578947
NOK,2021-05-02,0.120314
NZD,2021-05-02,0.716827
PEN,2021-05-02,0.26413400000000004
PLN,2021-05-02,0.264406
RUB,2021-05-02,0.0132413
RWF,2021-05-02,0.000995451
SAR,2021-05-02,0.266667
SEK,2021-05-02,0.118373
SGD,2021-05-02,0.7505109999999999
sll,2021-05-02,9.76837e-05
THB,2021-05-02,0.0320638
TZS,2021-05-02,0.0004311780000000001
UGX,2021-05-02,0.00028031
USD,2021-05-02,1.0
XAF,2021-05-02,0.00183535
XOF,2021-05-02,0.00183535
ZAR,2021-05-02,0.0691744
ZMK,2021-05-02,0.0445906
ZMW,2021-05-02,0.0445906
AED,2021-05-03,0.272294
ARS,2021-05-03,0.0106849
AUD,2021-05-03,0.7724300000000001
BRL,2021-05-03,0.183925
CAD,2021-05-03,0.8129649999999999
CHF,2021-05-03,1.09546
CZK,2021-05-03,0.046616000000000005
DKK,2021-05-03,0.161901
ETB,2021-05-03,0.0237524
EUR,2021-05-03,1.2039
GBP,2021-05-03,1.3842
GHS,2021-05-03,0.172654
ILS,2021-05-03,0.30785300000000004
INR,2021-05-03,0.013491
JPY,2021-05-03,0.00911889
KES,2021-05-03,0.00927678
MAD,2021-05-03,0.111654
MUR,2021-05-03,0.0247791
MWK,2021-05-03,0.00126097
MXN,2021-05-03,0.04923525
MYR,2021-05-03,0.243685
NGN,2021-05-03,0.002631578947
NOK,2021-05-03,0.120314
NZD,2021-05-03,0.716827
PEN,2021-05-03,0.26413400000000004
PLN,2021-05-03,0.264406
RUB,2021-05-03,0.0132413
RWF,2021-05-03,0.000995451
SAR,2021-05-03,0.266667
SEK,2021-05-03,0.118373
SGD,2021-05-03,0.7505109999999999
sll,2021-05-03,9.76837e-05
THB,2021-05-03,0.0320638
TZS,2021-05-03,0.0004311780000000001
UGX,2021-05-03,0.00028031
USD,2021-05-03,1.0
XAF,2021-05-03,0.00183535
XOF,2021-05-03,0.00183535
ZAR,2021-05-03,0.0691744
ZMK,2021-05-03,0.0445906
ZMW,2021-05-03,0.0445906
AED,2021-05-04,0.272294
ARS,2021-05-04,0.0106744
AUD,2021-05-04,0.7725177
BRL,2021-05-04,0.183815
CAD,2021-05-04,0.8123118
CHF,2021-05-04,1.094091
CZK,2021-05-04,0.0465387
DKK,2021-05-04,0.1616433
ETB,2021-05-04,0.02352263
EUR,2021-05-04,1.2016
GBP,2021-05-04,1.3867
GHS,2021-05-04,0.172955
ILS,2021-05-04,0.30716087
INR,2021-05-04,0.0135313
JPY,2021-05-04,0.00914625
KES,2021-05-04,0.00929504
MAD,2021-05-04,0.1118793
MUR,2021-05-04,0.0247732
MWK,2021-05-04,0.00126585
MXN,2021-05-04,0.0493875
MYR,2021-05-04,0.242719
NGN,2021-05-04,0.002631578947
NOK,2021-05-04,0.120286
NZD,2021-05-04,0.7156084
PEN,2021-05-04,0.2624021
PLN,2021-05-04,0.264446
RUB,2021-05-04,0.0132947
RWF,2021-05-04,0.001000985
SAR,2021-05-04,0.266667
SEK,2021-05-04,0.1182934
SGD,2021-05-04,0.7494029999999999
sll,2021-05-04,9.7804e-05
THB,2021-05-04,0.0320741
TZS,2021-05-04,0.000431261
UGX,2021-05-04,0.000280686
USD,2021-05-04,1.0
XAF,2021-05-04,0.00183231
XOF,2021-05-04,0.00183231
ZAR,2021-05-04,0.0691339
ZMK,2021-05-04,0.0447369
ZMW,2021-05-04,0.0447369
AED,2021-05-05,0.272294
ARS,2021-05-05,0.0106704
AUD,2021-05-05,0.771772
BRL,2021-05-05,0.1836924
CAD,2021-05-05,0.8138310000000001
CHF,2021-05-05,1.09165
CZK,2021-05-05,0.046388
DKK,2021-05-05,0.16122070000000002
ETB,2021-05-05,0.0235625
EUR,2021-05-05,1.1997
GBP,2021-05-05,1.3895
GHS,2021-05-05,0.173555
ILS,2021-05-05,0.306087
INR,2021-05-05,0.01351423
JPY,2021-05-05,0.0091457
KES,2021-05-05,0.00932871
MAD,2021-05-05,0.111895
MUR,2021-05-05,0.0247158
MWK,2021-05-05,0.0012601
MXN,2021-05-05,0.0494608
MYR,2021-05-05,0.2427182
NGN,2021-05-05,0.002631578947
NOK,2021-05-05,0.120049
NZD,2021-05-05,0.7169477
PEN,2021-05-05,0.2608459
PLN,2021-05-05,0.2621912
RUB,2021-05-05,0.0133862
RWF,2021-05-05,0.00100048
SAR,2021-05-05,0.266667
SEK,2021-05-05,0.117657
SGD,2021-05-05,0.7478402
sll,2021-05-05,9.7733e-05
THB,2021-05-05,0.032124
TZS,2021-05-05,0.00043138
UGX,2021-05-05,0.00028065
USD,2021-05-05,1.0
XAF,2021-05-05,0.0018279
XOF,2021-05-05,0.0018279
ZAR,2021-05-05,0.06922400000000001
ZMK,2021-05-05,0.0447766
ZMW,2021-05-05,0.0447766
AED,2021-05-06,0.272294
ARS,2021-05-06,0.0106757
AUD,2021-05-06,0.7743501
BRL,2021-05-06,0.1867633
CAD,2021-05-06,0.816785
CHF,2021-05-06,1.09821
CZK,2021-05-06,0.0466852
DKK,2021-05-06,0.1618246
ETB,2021-05-06,0.0235166
EUR,2021-05-06,1.2024
GBP,2021-05-06,1.3902
GHS,2021-05-06,0.173324
ILS,2021-05-06,0.306668
INR,2021-05-06,0.0135431
JPY,2021-05-06,0.00914875
KES,2021-05-06,0.0093611
MAD,2021-05-06,0.1122908
MUR,2021-05-06,0.0245724
MWK,2021-05-06,0.0012634
MXN,2021-05-06,0.0494262
MYR,2021-05-06,0.242604
NGN,2021-05-06,0.002631578947
NOK,2021-05-06,0.11997089999999998
NZD,2021-05-06,0.719946
PEN,2021-05-06,0.26163600000000004
PLN,2021-05-06,0.2629021
RUB,2021-05-06,0.0134162
RWF,2021-05-06,0.00099954
SAR,2021-05-06,0.266667
SEK,2021-05-06,0.1180182
SGD,2021-05-06,0.7484529999999999
sll,2021-05-06,9.7952e-05
THB,2021-05-06,0.032027999999999994
TZS,2021-05-06,0.00043124
UGX,2021-05-06,0.00028114
USD,2021-05-06,1.0
XAF,2021-05-06,0.00183457
XOF,2021-05-06,0.00183457
ZAR,2021-05-06,0.069852
ZMK,2021-05-06,0.0447215
ZMW,2021-05-06,0.0447215
AED,2021-05-07,0.272294
ARS,2021-05-07,0.0106613
AUD,2021-05-07,0.7770497
BRL,2021-05-07,0.18951
CAD,2021-05-07,0.8206049000000001
CHF,2021-05-07,1.1015069
CZK,2021-05-07,0.0469436
DKK,2021-05-07,0.162406
ETB,2021-05-07,0.0237535
EUR,2021-05-07,1.2077
GBP,2021-05-07,1.392
GHS,2021-05-07,0.1732234
ILS,2021-05-07,0.3065764
INR,2021-05-07,0.013589600000000002
JPY,2021-05-07,0.0091628
KES,2021-05-07,0.0093658
MAD,2021-05-07,0.1126794
MUR,2021-05-07,0.024629400000000003
MWK,2021-05-07,0.0012621
MXN,2021-05-07,0.04976163
MYR,2021-05-07,0.242974
NGN,2021-05-07,0.002631578947
NOK,2021-05-07,0.12058599999999997
NZD,2021-05-07,0.722996
PEN,2021-05-07,0.2618919
PLN,2021-05-07,0.264049
RUB,2021-05-07,0.013496200000000002
RWF,2021-05-07,0.00101527
SAR,2021-05-07,0.266667
SEK,2021-05-07,0.1190257
SGD,2021-05-07,0.7508815
sll,2021-05-07,9.7867e-05
THB,2021-05-07,0.0320527
TZS,2021-05-07,0.000431207
UGX,2021-05-07,0.00028125
USD,2021-05-07,1.0
XAF,2021-05-07,0.00184261
XOF,2021-05-07,0.00184261
ZAR,2021-05-07,0.0701968
ZMK,2021-05-07,0.044726
ZMW,2021-05-07,0.044726
AED,2021-05-08,0.272294
ARS,2021-05-08,0.0106613
AUD,2021-05-08,0.7770497
BRL,2021-05-08,0.18951
CAD,2021-05-08,0.8206049000000001
CHF,2021-05-08,1.1015069
CZK,2021-05-08,0.0469436
DKK,2021-05-08,0.162406
ETB,2021-05-08,0.0237535
EUR,2021-05-08,1.2077
GBP,2021-05-08,1.392
GHS,2021-05-08,0.1732234
ILS,2021-05-08,0.3065764
INR,2021-05-08,0.013589600000000002
JPY,2021-05-08,0.0091628
KES,2021-05-08,0.0093658
MAD,2021-05-08,0.1126794
MUR,2021-05-08,0.024629400000000003
MWK,2021-05-08,0.0012621
MXN,2021-05-08,0.04976163
MYR,2021-05-08,0.242974
NGN,2021-05-08,0.002631578947
NOK,2021-05-08,0.12058599999999997
NZD,2021-05-08,0.722996
PEN,2021-05-08,0.2618919
PLN,2021-05-08,0.264049
RUB,2021-05-08,0.013496200000000002
RWF,2021-05-08,0.00101527
SAR,2021-05-08,0.266667
SEK,2021-05-08,0.1190257
SGD,2021-05-08,0.7508815
sll,2021-05-08,9.7867e-05
THB,2021-05-08,0.0320527
TZS,2021-05-08,0.000431207
UGX,2021-05-08,0.00028125
USD,2021-05-08,1.0
XAF,2021-05-08,0.00184261
XOF,2021-05-08,0.00184261
ZAR,2021-05-08,0.0701968
ZMK,2021-05-08,0.044726
ZMW,2021-05-08,0.044726
AED,2021-05-09,0.272294
ARS,2021-05-09,0.0106613
AUD,2021-05-09,0.7770497
BRL,2021-05-09,0.18951
CAD,2021-05-09,0.8206049000000001
CHF,2021-05-09,1.1015069
CZK,2021-05-09,0.0469436
DKK,2021-05-09,0.162406
ETB,2021-05-09,0.0237535
EUR,2021-05-09,1.2077
GBP,2021-05-09,1.392
GHS,2021-05-09,0.1732234
ILS,2021-05-09,0.3065764
INR,2021-05-09,0.013589600000000002
JPY,2021-05-09,0.0091628
KES,2021-05-09,0.0093658
MAD,2021-05-09,0.1126794
MUR,2021-05-09,0.024629400000000003
MWK,2021-05-09,0.0012621
MXN,2021-05-09,0.04976163
MYR,2021-05-09,0.242974
NGN,2021-05-09,0.002631578947
NOK,2021-05-09,0.12058599999999997
NZD,2021-05-09,0.722996
PEN,2021-05-09,0.2618919
PLN,2021-05-09,0.264049
RUB,2021-05-09,0.013496200000000002
RWF,2021-05-09,0.00101527
SAR,2021-05-09,0.266667
SEK,2021-05-09,0.1190257
SGD,2021-05-09,0.7508815
sll,2021-05-09,9.7867e-05
THB,2021-05-09,0.0320527
TZS,2021-05-09,0.000431207
UGX,2021-05-09,0.00028125
USD,2021-05-09,1.0
XAF,2021-05-09,0.00184261
XOF,2021-05-09,0.00184261
ZAR,2021-05-09,0.0701968
ZMK,2021-05-09,0.044726
ZMW,2021-05-09,0.044726
AED,2021-05-10,0.272294
ARS,2021-05-10,0.0106735
AUD,2021-05-10,0.7853140000000001
BRL,2021-05-10,0.1910788
CAD,2021-05-10,0.825485
CHF,2021-05-10,1.109477
CZK,2021-05-10,0.0473814
DKK,2021-05-10,0.163323
ETB,2021-05-10,0.0238804
EUR,2021-05-10,1.2077
GBP,2021-05-10,1.392
GHS,2021-05-10,0.173734
ILS,2021-05-10,0.307827
INR,2021-05-10,0.0136215
JPY,2021-05-10,0.00918008
